"","GSM333436","GSM333437","GSM333438","GSM333439","GSM333440","GSM333441","GSM333442","GSM333443","GSM333444","GSM333445","GSM333446","GSM333447","GSM333448","GSM333449","GSM333450","GSM333451","GSM333452","GSM333453","GSM333454","GSM333455","GSM333456"
"SLC2A4RG",8.019454,7.17675,8.297742,7.500249,6.955149,7.11153,7.678855,7.7643137,7.4739304,7.61818,7.678399,7.3625326,7.7649646,8.486926,8.656472,8.708538,8.350981,8.8312845,9.10259,8.236036,8.4851465
"UXT",9.417164,9.50101,8.976836,10.075195,9.931865,9.228377,9.231482,9.412239,9.132298,9.139305,9.473125,8.427499,10.293258,8.754024,8.712431,8.532814,9.028057,8.377166,8.472064,8.097109,8.235302
"RNASEH1",9.062424,8.943338,8.508727,8.888423,8.764682,8.61966,8.719761,8.482408,8.366641,8.043371,9.418321,8.5443945,9.06518,8.299162,8.63234,8.425457,7.7808237,8.084591,8.412009,7.985114,8.241461
"STK26",3.2463157,-0.17853954,4.258416,4.089104,-1.1489356,4.25074,3.6244931,3.6881077,1.0000232,3.182744,4.5599375,4.0073705,3.687745,2.1513844,3.5532076,4.248506,3.3794062,2.5286045,4.4769926,3.2866538,4.2868767
"ARHGEF3",6.576629,6.309764,6.2476797,10.004658,6.4560456,6.9668574,6.7749243,7.2055206,7.033524,6.025925,6.346766,5.978952,6.197768,6.8660207,7.103481,7.280307,7.5742836,7.244181,6.5275164,6.5346622,7.092251
"FOCAD",7.2581005,7.3735533,6.31761,7.236682,7.534427,6.2064037,7.398336,6.9471984,6.306502,6.681768,7.1442437,5.5413623,7.1923885,6.466569,6.684116,6.299126,6.977862,6.6882854,6.016718,6.4295173,6.3847556
"WDR59",7.5410285,7.6059036,7.2463713,7.9497647,9.536807,7.169285,7.3389635,7.346389,6.4518642,7.0253477,7.208849,6.8821726,8.343603,6.5135307,7.072612,6.7241116,6.779481,6.909672,6.9081607,6.81555,6.723381
"GLYR1",7.8548155,6.9958076,7.558874,7.9080663,7.5975323,7.684576,7.6382227,7.424145,7.5221634,7.176131,7.7171555,6.8108487,7.858583,7.073226,7.378517,7.438181,7.042815,7.116626,7.1085024,6.7159963,6.4551034
"PLPPR2",6.008223,5.662744,6.4540615,4.445325,6.465769,5.689324,6.784753,7.1959004,5.909828,5.515957,6.57732,6.0995293,6.5230846,6.15591,6.188632,6.4988933,6.42139,6.089257,6.6717916,5.730127,6.7750435
"RETREG1",9.697453,12.017112,11.02552,10.904783,11.150621,8.990905,11.180652,10.427878,10.308615,10.74966,11.50197,9.542847,11.238126,10.443583,10.255526,10.945777,9.966846,10.728987,10.483191,9.657978,10.508515
"PNPO",7.844483,7.291163,7.036545,7.6845503,8.041845,6.986105,7.686499,8.147245,6.8388667,7.044428,7.9577093,7.97958,8.369566,7.2729793,7.391168,7.7176404,7.497996,7.336439,7.636735,7.106341,7.4312773
"WDR12",8.859751,8.043206,7.6981,8.56105,9.815729,8.01521,8.297385,8.212308,7.4680934,7.2634254,8.762226,7.7608724,8.600786,7.0536227,7.1725955,7.4191003,7.5249476,8.185404,8.198098,7.3857956,6.883705
"TMA16",5.442782,4.242489,4.2476754,4.8492103,5.6205215,4.7801614,5.075497,5.0180526,3.7334802,4.004801,5.625147,4.4941645,6.118193,4.482618,4.138665,4.9987135,3.5695653,4.3667526,4.633664,4.799543,3.8835778
"SMG8",7.829448,6.971586,6.557233,7.8243904,6.0841947,6.908334,6.933014,7.5743194,6.3681703,5.8240175,7.4672246,7.0756736,7.533624,6.6421714,6.9468455,7.4101696,7.4437494,7.3353715,7.248408,6.953738,7.056658
"PAXBP1",7.4480286,7.0703583,6.8977156,7.9629974,8.217365,7.3502965,6.956833,6.971953,6.798804,7.097197,8.005572,7.2740927,7.283018,6.548058,7.1437635,6.8860307,7.1231937,6.8439927,6.977136,6.641273,6.232482
"FAM13B",6.2717505,6.5767636,6.52913,7.393017,6.6648326,6.40418,6.5218925,6.6058226,6.372711,6.0074034,6.618369,6.9886265,6.6614137,6.744744,6.6895223,6.381107,6.3739424,7.008019,6.566064,6.612041,5.90704
"SLC35A5",6.1062193,6.4651985,5.8280764,7.114675,6.5626135,6.5228033,5.9333334,6.1904073,5.8941555,5.144788,6.2919445,6.187815,6.175966,5.824315,6.2180023,6.646404,6.3426843,5.8727317,5.5492253,5.9223685,5.125063
"TBK1",8.238466,7.799048,7.4294615,8.809993,7.897878,7.5969806,8.174474,8.140435,7.5074277,7.8021727,8.807627,7.967588,8.65703,7.136264,7.370316,7.645135,7.5976624,7.662083,7.0944004,7.050013,7.09872
"MAP1S",7.6836786,6.1678243,6.813975,7.170156,7.622994,6.658623,6.9189987,7.508299,6.757604,6.940586,7.2653403,7.1354856,7.0847216,6.8714795,6.5878534,6.1523814,6.5637317,6.2755346,6.319554,6.1390114,6.5162625
"LHPP",5.734489,5.127268,5.4353747,5.308443,5.4957533,3.4345675,5.9126663,5.663772,4.793781,4.65508,4.7285457,5.007204,6.1764364,4.7152224,4.9129977,4.8357315,5.432253,5.6693707,6.0730925,3.9752128,4.870059
"E4F1",7.220086,6.7904325,6.5783954,6.971253,7.5288806,6.6728525,6.7905817,6.9612646,5.9206886,6.5460777,6.8641896,6.3026166,6.9138827,6.750437,6.4005485,6.618956,6.6226797,6.0089726,6.375948,5.8528047,6.8051624
"RANGRF",7.046224,7.663488,6.533859,8.069519,7.6994023,6.7054877,6.9297423,7.4957714,7.184769,7.277896,7.573318,6.3949146,8.147594,6.868725,6.6877627,6.704505,7.1654973,7.037805,6.8433948,6.399057,6.702174
"APTX",7.6478696,6.6735506,6.0826616,7.1928806,7.7253923,6.933866,7.2277155,7.0663357,6.5149183,6.4790134,7.655053,7.109717,7.5869837,6.2091465,6.400056,6.5655317,6.67465,6.3857765,6.543303,6.419933,6.3307977
"RNF38",7.4773345,6.773694,7.3793354,8.199922,7.027538,7.492472,7.64481,7.478046,7.337086,6.8129687,7.9197555,7.7520003,6.9957395,7.2180314,7.435348,7.252033,7.762022,7.6540055,7.311215,7.6921654,7.4608197
"CD320",6.7947774,5.845428,5.711077,6.5968027,7.9794927,6.4106936,6.218739,7.080821,5.7812953,6.014394,6.7951465,6.756033,6.545434,5.7352304,5.4547563,6.1839375,5.970037,5.6057515,5.779039,4.1082964,5.719021
"FHOD1",8.955763,9.214589,9.109725,9.353078,9.901137,8.784562,9.302236,9.702592,8.9644985,9.088363,9.4855385,8.615602,9.579894,9.0438,9.228696,9.28553,9.383867,8.885507,9.445756,8.679891,8.863957
"TMEM134",7.982401,7.8996763,7.5448775,7.5419784,7.596418,7.1444674,7.6138506,7.7379785,6.9453845,7.0407467,7.6087537,6.8997808,8.342008,7.6241393,7.6839156,7.4058466,7.3462563,7.7584457,7.519909,7.1935616,7.435224
"UCKL1",8.035172,8.157375,8.164611,8.172758,8.149274,8.014415,7.68681,8.015235,7.322125,8.032428,8.228534,7.6581173,8.189553,8.26595,8.682345,8.398635,8.435899,8.22454,8.084728,7.465003,8.26282
"RIOK2",8.651513,7.894832,7.223662,8.491503,8.360702,8.0797415,7.7271748,7.5444956,7.149838,7.1978927,8.433145,7.789112,7.8978252,7.358941,7.474702,7.4436717,7.643967,7.352295,7.409135,7.043152,6.9069815
"MRS2",8.733619,8.126432,7.824925,8.647314,9.030008,8.191675,8.112362,8.131228,7.9032693,7.954558,8.706108,7.883197,7.951237,8.350861,8.756335,8.982577,8.156442,8.790591,8.474939,8.00522,8.290102
"FBXO34",9.143394,9.185449,8.797704,9.358279,8.569452,8.67092,9.302351,7.986861,8.840997,8.78316,9.425943,8.080589,8.544777,8.33989,8.40943,8.933457,8.024963,8.166199,8.468826,7.9464345,8.246095
"THTPA",8.132277,7.163957,7.417745,8.034569,8.413591,7.369981,7.550187,8.450565,7.5049286,7.1339426,8.140789,6.979601,8.314026,6.9366026,7.2730913,7.507733,7.434493,7.7349477,7.057965,6.8159857,6.617269
"TCIM",5.051592,5.610051,6.0070796,4.7482224,3.41879,5.4796324,5.2096224,5.9803505,3.8106909,4.8065615,6.047659,4.443042,5.832185,5.5880284,5.9506774,5.753049,5.42323,6.128054,5.925694,5.6237607,5.271187
"PARP12",5.6155953,6.0314555,5.278943,5.8605833,6.710862,5.625477,5.9919634,6.0624943,6.4434867,6.0968986,6.4027457,6.002558,5.6677756,5.638966,6.7419434,5.4244585,5.4944577,5.134553,5.7431993,5.3027244,5.3864202
"RCL1",7.369835,6.896668,6.643297,5.985197,6.948655,6.8301873,6.900462,6.744734,6.729824,6.1676273,6.824533,6.75339,7.0077405,6.098025,7.321735,6.890107,7.2964983,6.293137,5.5965524,6.7596245,6.5661073
"CCDC91",7.897649,8.2518835,7.5212097,8.8066,8.589075,8.016044,8.393183,8.29716,7.6043367,6.8914495,8.551047,7.186746,8.247591,7.833182,7.3359413,7.8822203,7.784195,7.9390926,7.2550645,7.311105,6.5552692
"C1orf115",6.829207,6.428679,6.6299458,6.325497,6.2341723,6.8960977,6.286223,7.030333,5.9842224,6.53882,6.768943,6.2725573,7.0042853,6.652939,7.2331457,6.917577,7.0310836,6.893697,6.8729005,6.2856603,6.228117
"DHDDS",6.6815286,5.7634125,6.210775,6.618083,7.0335765,6.3062577,7.002011,6.9787803,6.2358413,6.0619497,6.5727334,6.04444,6.678467,4.597631,5.3998814,5.774677,5.754852,5.4995475,5.223819,4.4446645,5.400064
"TEX264",7.101066,5.9806147,6.222014,6.9795527,6.67124,6.466193,7.0625086,6.129415,6.372366,6.138464,6.9042444,5.365322,6.1994333,6.0150466,6.190241,6.359916,6.3771553,5.7449284,6.4111853,5.614672,5.7250752
"RMDN1",8.799984,8.892541,8.650523,8.164338,7.6799607,8.076025,8.681999,8.556203,7.737924,7.7324038,9.2107115,7.240042,8.650389,8.169191,7.9915094,8.560815,8.482328,8.724237,8.525867,8.155229,8.08951
"LRRC20",7.9873457,8.961974,8.720377,7.891794,6.1683564,7.729936,8.082816,8.049878,7.6878047,7.894617,8.780226,8.143068,7.361339,8.955865,9.296262,9.642254,9.1021385,9.0209675,9.32169,8.384347,8.7227125
"ECHDC2",8.0171585,8.558216,7.6659408,7.8700356,8.595678,7.9737206,7.6286697,7.766186,7.213805,8.053386,7.901151,7.4698,8.480207,8.848406,8.923028,9.053425,8.734705,8.751708,8.898154,8.202204,8.721351
"ANAPC2",7.182511,6.381309,6.381018,7.0565333,7.078356,7.0411954,6.0927844,6.7991276,6.048263,6.9283223,6.77185,5.913528,6.7818694,6.5802236,6.5993423,5.9842086,6.58873,6.160439,6.070688,5.0853024,5.896755
"ORMDL2",7.8819647,7.7276654,7.557016,8.042908,7.9422016,7.463016,8.033113,7.955091,7.4151897,7.6133184,7.9836073,8.209271,8.212041,6.413197,6.7104836,6.654545,6.441415,6.0570774,6.0661707,6.5765452,5.8765554
"NIT2",9.343857,9.110157,8.833417,8.629233,9.509914,8.211105,8.733868,9.113711,8.193028,8.691322,9.571186,7.8463674,9.710385,8.43067,8.332867,8.353961,8.468756,8.4386215,8.667183,7.8041806,8.160027
"MRPL39",9.114139,8.9363575,8.421099,9.306334,8.498884,8.658315,8.816805,8.701284,8.08216,8.278153,9.282174,8.631521,9.298267,8.467216,8.562563,8.845713,8.731305,9.112378,8.62826,8.293854,8.456207
"MAFB",8.592429,6.4627957,7.549521,11.019744,7.674678,9.748826,10.210133,6.381977,8.089343,8.656352,8.614228,7.809457,6.1148925,8.840151,8.811325,9.314258,8.790512,9.024632,7.980384,9.674164,8.387936
"LYRM4",7.3431473,6.8138685,6.7832556,6.971636,7.9964213,6.9344325,6.77234,7.0710535,7.1536155,6.6699634,7.5940795,7.3890724,7.650225,6.209713,7.1183414,6.465055,6.251728,6.3686,6.3950577,5.895777,6.5393553
"NDUFA3",10.793911,10.11866,10.612033,10.12899,10.121731,10.666118,10.639681,10.573613,10.271374,10.341929,10.671967,10.295542,10.769304,10.497343,10.48082,10.940758,10.652561,10.639642,10.736899,9.954046,10.430403
"RFWD3",4.854463,5.0650916,2.824843,4.9856367,4.3267417,4.8962955,3.9252403,4.7358875,4.4030128,4.4276,4.505681,4.5119395,5.3525047,3.2485518,3.7533126,4.037641,0.6747922,4.025332,2.8957932,1.7955908,3.9109082
"CHORDC1",7.9785395,7.2308235,7.066807,8.672758,8.291144,7.7105722,8.121423,7.9950986,6.9784174,6.9055533,8.170512,8.905358,8.938432,7.5449815,7.334868,8.246145,7.4904375,7.4606323,7.7027006,7.9193916,6.517804
"KBTBD4",6.975551,6.705182,6.8775992,6.9841413,6.856519,6.8114996,6.939159,6.7689476,6.3052087,7.043422,7.4512324,6.5208273,6.7405925,6.548038,7.132026,6.8958893,6.8766756,7.149896,7.5197506,6.4098926,7.323204
"MAGEH1",6.988654,7.2368784,6.7827053,6.9773498,6.4542294,6.9860396,7.552208,7.5335402,6.1877384,6.5883517,7.215109,6.512701,7.1381955,6.968172,7.32305,6.575352,7.712202,6.651717,6.857222,7.254277,6.6949487
"LMCD1",6.9819555,9.103185,9.493957,7.0039177,5.828263,6.416178,7.3994007,7.4710164,6.212966,8.474003,8.628874,9.97338,7.2521086,10.853844,11.236053,10.945341,10.416523,11.06618,10.781283,11.27418,10.711355
"DUSP12",6.009081,6.4837885,5.730184,5.8468637,6.877079,6.925405,6.9996305,5.121379,5.9966,5.9063144,6.795476,5.7228656,6.7557545,5.807429,6.07506,6.3853793,6.084689,5.591767,5.912573,6.1355596,5.801718
"LRRC40",7.809616,7.4472375,7.910973,7.9763236,8.01065,8.143146,7.644367,7.654381,7.554961,7.1291313,8.109929,7.210133,7.934099,7.4817433,7.9005175,8.06652,7.7752585,7.580235,7.6093254,7.6791363,7.280729
"DHX35",3.062641,4.4636173,2.7784429,5.908874,5.195629,4.8948884,3.9055789,4.849004,3.0347457,3.6623755,5.1584196,4.2239423,4.70322,4.7570405,4.2186837,5.044898,2.4855604,2.6573043,4.625296,1.7896342,2.8215516
"ABHD4",7.298002,6.496306,6.094607,6.882068,6.9111805,6.34664,6.9483633,7.481722,6.466804,6.6213064,7.2886963,6.1107497,7.349377,6.7649508,6.355824,6.84152,6.9657836,6.468656,6.8568134,6.5161366,6.738187
"MARCH5",7.6671033,7.338248,6.9441767,8.488703,7.311487,7.7810473,7.7944374,7.115818,6.6753883,6.8201094,7.6824803,7.3189297,7.8291106,7.041488,6.643719,7.096647,6.888555,6.3575597,6.9784293,6.8125257,7.194892
"DCUN1D1",9.697048,8.700403,8.6916,9.785767,8.764845,9.483095,9.833693,9.406005,8.766419,8.583183,9.276826,8.818878,8.76254,8.581944,8.869974,8.697424,8.488463,8.732848,8.800014,8.638756,8.794595
"TCTN1",7.359742,6.4476943,6.6109066,6.461994,6.586266,6.9447875,7.4438963,6.88481,6.2359486,6.1460166,7.24072,5.3914495,4.76409,6.324052,6.2127237,5.341771,6.0669403,5.692336,5.6230216,6.334504,5.5017624
"MRGBP",5.979005,5.7049923,6.214515,4.673102,6.0409255,5.081723,7.1026487,6.3396926,5.4620423,5.8532863,6.063064,5.835134,6.3760424,5.702858,6.915,6.4329624,6.098975,5.920174,5.9494376,5.4554706,5.805439
"LPAR6",6.679489,6.5418983,6.6199794,5.6777334,6.945837,6.3759637,6.527758,6.607289,6.2311964,6.0698166,7.4864593,6.1456127,7.577414,7.064626,5.96456,6.5182447,7.0322433,7.169344,6.891783,5.884267,6.564511
"TWNK",7.739342,6.737508,5.229514,8.056702,8.644489,7.136398,6.5585556,7.566617,6.6841407,6.6086254,7.7486486,8.0212965,7.988243,5.07061,5.773968,5.386907,5.8374186,4.4093204,5.394655,5.0640435,5.3802905
"HDHD5",8.100428,7.9542217,7.780177,8.043223,7.8156443,6.894853,8.119563,8.223074,7.552246,8.2252245,8.832699,8.550287,7.5298057,8.334121,8.039246,8.335428,8.528359,8.296611,8.359357,7.818822,7.655578
"RBM28",8.117248,8.056883,6.978489,8.07421,7.1556573,7.8562427,7.5813828,7.4060016,7.450576,7.5721703,7.9116263,8.096654,7.949829,6.99195,7.5987306,6.8308034,7.2958217,7.2172494,6.747576,6.795943,6.0661445
"HEATR1",8.143294,7.149328,6.7898164,7.5338054,7.384675,7.5620375,7.3320003,7.001476,7.091844,7.125187,7.3531666,8.314679,7.808853,6.272729,6.497017,6.1516724,6.3289685,6.3789225,6.4561834,6.421077,6.0841217
"CISD1",9.659244,9.393923,8.977708,9.979592,10.161975,9.604788,9.711224,10.066761,8.706657,8.903024,9.614023,9.046635,9.848368,8.951516,9.193962,9.581687,9.488896,9.273941,9.235974,8.917363,8.755756
"RINT1",8.39589,8.048306,7.56577,9.472225,8.870758,8.274153,7.8688846,7.7100415,7.8726263,7.6455164,8.800422,7.4006658,8.4277935,7.188325,7.5203776,8.008135,7.6800027,7.6674986,7.744272,6.842113,7.0375004
"REC8",5.183161,3.8191662,2.9318416,3.1864996,5.178006,4.813754,3.9745522,4.5100145,3.9754825,4.5938473,5.391654,3.2925236,4.232622,5.194467,5.5715275,4.425438,2.569504,3.7924523,3.5214608,3.7492847,4.2802014
"URGCP",8.236675,7.417056,7.1508923,7.9412956,8.647375,7.008149,8.1353245,8.070135,7.0133953,7.0450554,7.8639894,7.820855,8.128963,7.0920334,7.709383,7.3624554,7.262507,7.646619,7.7718897,7.2603045,7.276773
"HECA",8.968894,8.043053,8.652409,10.004841,8.869622,8.647972,8.487426,9.251705,8.374827,8.398294,9.038274,9.402514,9.288611,8.3041525,8.500318,8.534935,8.420384,8.241745,8.293632,8.11031,8.072244
"LEMD3",8.210967,7.7971807,7.759527,8.575629,7.3104973,8.293219,8.167567,7.994086,7.602271,6.97318,8.718006,7.7849507,8.345164,7.3362517,7.5089903,7.2886105,7.035363,7.3282933,7.079735,6.522173,6.8438063
"TFB2M",8.907488,8.215292,8.147273,8.503248,8.34134,8.682172,8.098299,8.733516,7.593772,8.184452,9.19691,8.674699,8.921759,8.133914,8.215902,8.438025,8.170002,8.223234,7.873284,7.6985173,7.504374
"ZDHHC7",8.779753,8.418436,8.532817,9.255446,9.579741,9.101846,8.881683,8.838068,8.862124,8.3287115,9.206433,8.490957,8.63424,8.504705,8.414957,8.819673,8.615503,8.600358,8.851896,8.333317,8.337094
"SDAD1",8.741602,7.3886094,8.230388,8.67432,9.390631,8.534317,8.6915245,8.611757,7.8342533,7.762887,9.270154,8.534266,8.320621,7.909659,7.920235,7.7076173,8.152986,7.9901056,7.7841225,7.2446446,7.725533
"ATP13A2",6.7539625,5.447903,5.510543,6.6982117,1.7605822,5.766395,6.433282,6.1691723,5.9201236,5.9751897,5.739004,6.191696,5.6703486,6.187249,6.2061667,5.3106766,5.150022,4.454398,5.50563,5.354821,5.8731933
"NUDT2",5.896195,6.821208,6.4665685,6.539481,1.2975925,5.743457,6.43689,6.7333775,6.178634,6.0530086,6.6671367,6.7751927,6.593676,6.1351376,6.550483,7.2858624,6.1508503,6.778276,6.4838624,6.444709,5.7940164
"IER5",8.467834,9.123281,8.101311,9.405932,8.578238,8.528073,8.787844,9.178673,9.033896,8.321438,9.344708,9.923427,8.855201,8.988417,8.867374,9.626169,9.08945,9.473928,9.502231,8.74347,8.755721
"TSSC4",7.0896106,6.8081717,6.73133,7.497775,7.691569,6.6273413,6.946869,6.719323,6.6412234,7.332664,7.36783,6.9085116,7.2925534,5.5271516,6.555469,6.2528415,6.079846,6.5204635,6.1839204,5.8517137,5.890531
"KIAA1551",6.7749944,6.3155427,6.01696,6.7682533,6.8901067,6.0456085,6.2454033,6.655717,5.974465,5.748596,6.7796254,5.567418,6.423384,6.6429405,6.3826904,6.4514213,6.4275813,6.885831,6.2607822,6.4382267,5.9592986
"INTS12",8.936112,8.249856,8.264703,8.2935505,8.37542,7.934487,9.122116,8.134497,8.031222,7.8929787,9.171245,8.1177845,8.905596,8.360579,8.287137,8.336653,8.090049,8.230923,8.2045355,7.5134115,8.231376
"TRIT1",7.435718,7.121097,6.5137777,7.1423254,6.621998,6.8441753,7.3197083,7.12374,6.2468095,6.63892,7.7598543,7.230123,7.2569456,6.3986044,6.5396776,6.0989637,6.985699,6.1157975,6.2381663,6.1754627,6.4401107
"SUV39H1",5.1726637,4.0814624,5.325989,4.351054,6.092131,5.478426,5.5730004,1.0485897,5.458179,4.8343105,3.6750317,3.7957232,5.025215,4.8865986,5.1672997,5.160266,5.119791,2.9337056,4.795101,4.5269213,4.700155
"NUP37",8.267619,7.490571,7.9682665,8.356417,8.286552,7.263333,7.63537,7.465118,6.897217,7.053829,8.6499605,7.6750665,8.354702,7.386916,7.434435,7.6741123,7.606467,7.8614507,7.6500554,7.6758504,7.179914
"NRN1",6.745207,7.1157136,6.606899,5.9690356,6.803991,6.528041,6.612755,7.3769026,5.879065,6.403282,7.557702,6.679831,7.168312,6.743814,6.9661965,6.1256833,7.174606,6.853889,7.2746034,6.3178754,6.977319
"EIF4ENIF1",8.04667,7.578062,7.4600573,8.964515,8.280927,7.879072,7.6372247,8.155787,7.6802545,7.6886144,7.943921,7.239116,8.620505,7.1293325,7.249712,6.9758534,7.5507884,6.8458414,6.8924103,6.867119,7.0558553
"DRAM1",6.381527,6.172568,5.50043,5.283988,5.662318,5.6677876,6.1210847,6.0195985,4.7427235,5.811469,6.154804,6.11035,6.043904,5.926359,5.2334986,5.5797496,6.0707445,5.665962,5.9467444,5.624484,5.2773185
"WASHC3",8.737363,8.444993,8.656447,8.559385,8.83521,8.060559,8.295105,8.666168,8.269059,8.481385,9.059948,7.7144833,9.559983,8.055448,8.395769,8.441503,8.377636,8.641088,8.595052,8.239017,8.161253
"AVPI1",6.833384,5.521529,5.608354,6.172143,6.593238,6.1663256,6.6981325,7.2470255,6.0788903,5.7652817,5.981917,5.431197,6.2270455,4.9340773,6.292552,4.570869,6.409262,5.3735433,6.097996,6.1634903,5.6490254
"HECTD3",8.895363,7.905348,8.491316,8.786857,9.115429,7.713888,8.556526,9.124033,7.5436883,8.04564,8.568905,8.588361,8.68845,7.713574,8.029226,7.7763963,8.02864,7.863855,7.536636,7.673129,7.572286
"ABHD10",7.8567843,7.630767,7.4723663,7.2970786,8.826015,6.705346,7.708423,7.9754868,7.2434797,7.2218866,7.872207,6.7848873,7.9309206,7.733521,7.7957525,7.7225595,8.088568,7.719734,7.9215765,7.6859417,7.8156614
"PHLDA3",6.857551,6.0514126,6.347824,6.581385,6.2467875,5.808002,7.762922,7.0334167,5.995663,6.4943337,7.185719,7.048502,6.9505796,6.2371607,6.4451256,6.107527,6.602124,6.612012,6.5045085,6.5781064,3.5169055
"IMPACT",4.7963805,6.011647,6.2055902,5.618578,6.6953216,6.161728,6.4515667,6.721666,4.7309594,4.6554203,6.5558953,4.8522625,7.3015356,5.6604023,6.331822,6.120468,6.0201607,5.540275,6.186725,5.821209,5.4851775
"PLEKHF2",8.082713,7.149803,7.882487,8.053333,7.9742465,7.3506002,7.657823,7.246346,7.7943764,7.0042877,7.3952155,7.4505696,8.632071,7.0234847,7.9177227,7.8450255,7.5599976,7.7136345,7.2506886,7.408557,7.184085
"C11orf95",7.62946,6.8024106,6.7711096,8.736003,6.580121,7.5759783,7.699346,7.212049,7.949857,7.5250072,7.9822493,7.9296775,7.173336,7.0365434,7.205817,7.5671897,7.6042223,7.378298,7.639438,7.127771,6.590291
"CHCHD7",7.70907,7.5118036,7.5004425,7.5648046,7.0966125,7.2698455,8.327065,7.906276,7.1817946,7.1023645,7.6954794,7.003445,6.8856716,7.7071795,8.14268,7.6304383,7.855853,7.843041,7.747993,7.5163107,7.791738
"ZNF277",7.261154,6.8495207,6.899641,7.6174393,7.251928,6.534835,7.282237,6.633348,5.7670536,6.4719357,7.3992352,5.7829275,7.441427,5.9383316,6.387876,6.349276,6.6427393,6.0999026,6.675364,6.152702,5.6953115
"HPF1",7.953861,7.998218,7.6170826,8.805997,8.908285,7.65671,8.099477,8.339093,7.677723,7.4350495,8.427886,7.557415,8.549488,7.435769,7.6866636,7.5608954,7.7807846,7.2168694,7.340104,7.3187675,7.2404227
"YRDC",7.162288,4.9335017,5.563081,6.7515182,6.615468,6.6388087,6.578478,6.4810967,5.821165,5.3751764,7.0371037,5.673532,6.699174,6.269897,5.734168,5.8354197,5.5152674,2.954048,5.7921295,4.3485703,4.4128456
"CRTC3",9.051192,7.7901397,8.356212,10.027759,8.964961,8.725079,8.691204,8.496095,8.008068,7.9660907,8.919642,8.468329,8.412496,8.004051,7.942987,7.7504063,8.061524,7.875553,8.2571745,7.7446847,7.3897576
"LARP6",7.2129,6.165716,6.8963604,7.6445236,5.4175344,6.708548,6.7749,7.1938586,6.323741,6.7297907,6.479286,6.4481964,7.01305,6.8559365,6.9748054,6.160322,6.8585496,7.1287227,6.624144,6.3000655,7.14406
"PIGG",6.6863523,6.617085,6.920439,6.9513083,7.513004,7.013033,6.831203,6.969616,6.029232,6.4876814,7.125186,6.920074,6.6906443,6.5374994,7.03111,6.9239316,6.8493185,6.600596,6.7263947,6.281792,6.2571964
"SLC25A15",6.6454062,5.1768513,5.107233,6.3832097,6.842972,5.673826,6.506653,6.4030013,5.7356443,5.6369953,5.671595,5.333401,5.9261546,5.0972505,5.5218744,5.5404434,5.0716248,5.189956,5.773503,5.382719,4.435977
"MRPS33",9.961237,9.699209,9.166372,9.396677,9.459166,9.676727,10.217573,9.739209,9.042158,9.508752,10.121411,9.219823,9.930766,9.903452,9.841637,9.9436455,9.849746,9.8207655,9.843959,9.1754465,9.221474
"CWC25",6.6341786,5.96882,5.9337215,7.2587852,6.5409584,5.8941317,7.01408,6.199169,5.8700676,6.4081793,7.376984,6.6729074,6.727356,6.309842,6.138863,6.267934,6.4483194,6.412883,5.9039493,5.9728208,5.844222
"LHFPL6",7.706689,7.2160754,7.2824273,7.430674,7.7228656,7.482965,7.572596,7.7222433,6.5096464,7.235339,7.8485446,7.201543,7.4691334,7.51418,7.6695285,7.831669,7.75593,7.4068646,7.589468,7.0401125,7.341531
"ASXL2",10.023443,9.863814,9.787978,10.143141,10.497653,10.095342,10.052409,10.157238,8.983401,9.871577,10.434015,9.986313,9.767505,9.707429,9.992215,10.243803,9.956517,9.901893,9.77587,9.417864,9.637617
"DYSF",8.66544,9.84751,9.596555,9.174776,9.895269,8.404971,8.4881525,10.459611,9.113821,9.432772,10.276415,11.199513,9.537491,9.725224,9.682998,9.607441,9.364844,9.423313,9.756602,8.936464,9.299922
"NCAPG",4.879565,4.187253,5.245384,4.702909,6.195246,4.2514753,4.410063,4.050933,3.8343332,3.8447382,4.3658986,4.846601,4.596837,4.7026987,4.731381,4.6975994,2.874162,5.220001,4.01011,3.570985,3.9164033
"MECR",8.240376,8.468342,7.869756,7.719726,7.8396688,7.048493,8.206807,8.096161,6.930132,7.762835,8.148902,7.8470984,8.196444,8.279083,8.229375,8.032208,7.951827,8.038802,8.058974,7.387743,8.055214
"FZD4",8.176247,7.0324106,6.9865866,8.605139,7.207232,8.919747,8.007664,6.9234586,7.112586,7.511906,7.0715113,8.445226,6.885751,7.1774354,7.428363,7.7020206,7.581239,7.206106,7.6276755,7.527671,7.190382
"PJA1",6.593733,7.301122,6.5819235,7.2543354,6.856585,6.2101145,6.329007,7.9994187,6.228762,6.9565682,6.534691,7.3435173,7.33659,7.3244386,7.60601,6.9557195,7.8040304,6.8215604,7.3405175,6.91761,6.742021
"RAP2C",8.23909,7.4795613,7.912287,7.886496,8.610302,7.794475,7.8349147,7.91463,7.3186765,7.5926714,8.614858,7.747057,7.5881395,7.907476,7.884034,7.849215,7.872926,7.9893694,8.2278595,7.7751064,7.747112
"PUS1",7.302719,6.6023045,5.772247,7.120879,5.803979,7.0131884,6.1695967,6.3708205,5.5471277,5.899462,6.760858,7.5656714,6.997207,5.85695,5.7212305,5.6109624,5.5018315,4.3664136,4.3812838,5.549889,4.3140993
