"","GSM333436","GSM333437","GSM333438","GSM333439","GSM333440","GSM333441","GSM333442","GSM333443","GSM333444","GSM333445","GSM333446","GSM333447","GSM333448","GSM333449","GSM333450","GSM333451","GSM333452","GSM333453","GSM333454","GSM333455","GSM333456"
"ZBTB44",10.617115,9.83919,10.208728,11.085934,10.638745,10.257551,10.537071,10.582839,9.7351265,10.204326,10.806752,10.147716,10.585053,9.65565,10.373374,10.917166,10.178076,10.408048,10.476699,9.837331,9.475144
"NCEH1",5.6271467,5.1975346,5.4379396,6.3650413,6.371718,6.2057724,6.223348,5.444305,4.2365265,4.7521186,6.0734024,4.1411567,5.322572,6.0361247,5.663526,5.830067,5.274722,6.033287,5.889305,5.8116775,6.0964766
"ZNF746",6.91344,6.153925,5.9764533,7.296371,7.1155024,6.4213724,6.7869587,6.5381284,5.661483,6.148859,6.90347,6.6660914,6.4306145,5.9699235,6.2312617,6.3990793,6.1288767,6.089488,5.695095,5.2548976,5.7693343
"SFT2D1",8.147948,7.51615,7.634914,8.239421,7.4272566,7.7120748,7.6178746,7.7261286,6.8503556,7.189784,8.387441,7.5647964,8.337867,7.6316814,7.5894814,8.13001,8.07148,7.663515,7.568544,7.4742546,7.186641
"ANKRD17",9.3216,9.425641,8.450773,10.2824,8.979281,9.792365,8.925059,8.433693,8.523936,8.421668,8.874401,8.48975,8.701967,8.226872,8.448671,8.020155,7.8758326,8.481186,7.8556714,7.8286266,8.325011
"GNPNAT1",7.964497,6.6413183,7.0795827,7.5828724,7.4699802,7.0983367,7.262128,7.507572,6.884031,6.9671926,7.7789893,7.6420736,7.3194504,6.347044,7.101862,7.1265254,6.371543,7.0630765,7.1140246,7.383373,6.578526
"EPB41L5",6.6623087,5.7588887,6.221299,7.0505414,7.104546,6.583776,6.7828827,6.5434337,6.07515,5.794876,6.9784217,6.548379,6.418979,7.160356,6.637559,7.3694654,6.676172,6.802749,6.5228715,5.4448757,6.4948773
"SNHG17",7.6811976,6.6868896,5.3977375,7.3396945,8.527377,6.6639175,6.6540065,6.77754,6.512367,6.9615874,7.1738286,6.2148137,6.8978677,5.855298,5.9737663,6.1026707,5.613596,6.3219824,7.5605507,6.411264,5.1794367
"SLC25A26",8.341367,8.109688,7.9048257,7.8335285,8.830301,7.343915,7.967861,8.363667,7.4098682,7.9184484,8.699708,7.451892,8.705106,7.761506,7.7199154,7.487368,7.4848437,7.9255967,7.964128,7.1501822,7.5621743
"FAM84B",6.4925632,6.739197,6.0309396,6.880763,5.996299,6.4510603,6.5874124,6.8948097,4.674185,6.8242273,6.933916,6.8933783,5.72066,5.5148363,5.9247556,6.0530005,5.9542985,5.890008,5.5457106,4.93944,5.7220626
"NELFCD",9.092911,8.805863,8.813984,9.103118,9.667454,8.470128,8.131081,9.307105,8.450379,8.612322,9.350373,8.968765,9.17208,8.7110405,8.891027,8.859168,9.020715,8.826658,8.986001,8.505031,8.858297
"RPF2",9.362288,8.347573,8.587076,8.87646,9.962427,8.405917,9.039295,8.508379,8.016112,8.537594,9.262969,8.583595,9.318348,7.911495,8.358273,7.659528,8.244399,7.912564,8.031819,7.8559613,7.3996944
"VASN",6.1050353,4.7709208,4.64867,5.3973956,4.950188,4.68841,5.716423,5.418438,4.5321727,5.3718886,5.4283104,5.1617618,4.829423,5.5671945,5.1392317,5.3910646,5.6811323,5.210582,5.627352,4.9966664,5.128638
"TRIM47",4.9430823,4.7352076,3.84275,5.3759212,6.321055,3.2803595,1.5780227,1.2525911,3.0135527,4.475855,4.2486677,6.157052,4.3781753,4.6309605,5.6314993,4.673567,5.2930655,5.3506503,4.7579107,3.0337334,2.427386
"TRAPPC5",8.545375,8.213572,8.138222,8.737537,8.781811,8.636915,8.347563,9.018654,8.064745,8.368005,8.599878,7.7151937,9.22963,8.361872,8.344723,8.68003,8.436673,8.287723,8.68473,7.707983,8.619784
"STEAP2",3.726831,5.847028,4.068595,2.6254017,4.10607,4.029057,4.4686337,4.7227283,2.103315,4.472525,3.5547206,5.247962,3.5260785,3.591345,4.0165963,2.4298296,4.9163294,1.874628,4.0812235,4.5729833,4.2348804
"SLC35F5",8.188819,8.376828,8.273307,8.844653,9.085333,7.7498174,8.587668,8.269472,7.586088,7.5955257,8.335587,7.931988,8.50077,8.37356,8.398576,8.590956,8.28222,8.396399,8.283747,8.369524,7.757058
"UBALD1",6.8888006,4.7888484,6.2006555,6.180062,7.6504803,6.1417456,6.507262,6.015529,5.9392447,6.6437683,6.8385663,7.080148,6.175621,5.02399,5.658547,5.0723763,4.2709765,5.2250357,3.6911094,4.3204584,3.441405
"NIPAL3",4.8062267,6.524825,5.57546,5.3828025,1.9056147,4.1732097,6.2248163,5.735549,4.8056517,5.0075073,5.818021,4.6258545,5.620842,5.817005,5.747861,6.1306567,5.700734,6.116806,5.8457093,5.510062,5.7561727
"TYSND1",5.562475,4.652981,4.876954,4.562008,5.5580444,3.1725106,4.4960346,1.371742,3.8066018,2.824207,4.8096023,5.223327,4.939482,3.284185,4.1017885,4.076036,2.9503663,3.4099474,3.0902896,4.1436195,3.5329678
"SLC35B4",6.4665103,6.145238,6.284641,5.332084,5.526908,5.929743,6.3920064,6.030727,5.8494263,5.7397046,6.372741,6.309205,6.055347,5.285945,6.368562,6.02627,5.8157544,5.506266,6.2780466,5.8734684,5.5114474
"GZF1",7.430286,6.819862,6.779277,8.324626,7.197735,7.313113,7.07808,7.360093,6.829175,6.8351517,7.3026404,7.0059185,7.384503,6.797494,6.9878635,6.900662,6.8136945,6.858785,6.9726925,6.9018455,7.078867
"EEA1",8.557291,8.197655,8.357653,9.606766,9.232072,8.454715,8.802137,8.908283,8.148236,8.361864,9.011406,8.261824,9.183351,8.443568,8.659522,9.1162815,8.425347,8.84273,8.94839,8.259612,7.667866
"DDX5",8.114125,6.843021,7.2901015,7.5681887,7.5170493,7.884657,7.262621,7.323497,7.344205,6.7951255,7.9387417,6.577008,7.1746283,7.2346787,7.2231607,7.4069304,6.6089196,7.3739486,7.6581144,6.9503026,7.1734347
"PROSER1",6.910304,6.6654887,6.286007,6.527116,6.0903425,6.5296607,6.0204597,6.5295773,5.638182,5.831098,7.177639,6.8350673,6.3970184,5.980627,6.503861,5.9512606,6.297724,6.0689464,5.86233,5.7485075,5.505566
"NAA25",9.050316,7.9687796,7.798072,7.9794664,7.484456,8.356901,8.27162,8.111037,7.6275716,7.6274195,8.8228,7.9918776,8.477715,7.7262416,7.9160447,7.743629,7.7828336,7.6681457,7.8061066,7.3594637,7.578408
"AEBP2",7.0571356,6.3689013,6.943782,7.93138,7.0393653,7.231097,7.311149,7.0577593,6.5012755,6.3182764,7.7353544,6.574422,7.6997433,6.4199004,6.4852915,7.1085553,6.572164,6.699921,7.0000033,6.497917,6.0721235
"MGME1",7.4364963,8.251623,7.9954925,7.4991527,7.4308763,6.934857,6.95673,8.11483,6.337402,6.287801,8.03788,7.3824515,8.42876,7.855618,7.5041084,7.6554174,7.786996,7.9904623,7.7594333,7.0409265,8.034513
"IREB2",8.437588,8.194658,7.8925867,7.8301415,7.879152,8.836111,7.935152,8.362406,7.7903633,7.6612425,9.090008,8.264662,8.756626,7.861432,8.643291,8.763816,8.499292,8.449029,8.482946,7.7337804,7.604146
"RC3H1",9.405674,9.520142,8.82565,9.353112,8.753302,9.818884,8.761741,8.336071,8.904849,8.931003,9.006444,8.642597,8.82867,8.309058,8.719135,8.669818,8.0689125,8.243614,8.362645,7.954595,7.95231
"SYNPO2",11.398446,12.601674,12.546142,13.222668,12.4263935,12.560367,12.615048,12.858242,12.586142,12.369389,12.835665,12.109011,13.292914,12.334117,12.693456,12.907737,12.683745,12.04105,12.435411,12.319843,12.114202
"WDR54",5.024672,3.9920785,4.8437366,3.5793061,4.928359,4.7141223,5.580814,3.7059085,1.0772314,4.1687527,4.973203,5.171743,5.0400553,5.160074,5.1022305,5.459696,5.719094,5.2280164,5.139167,2.3232536,4.7142587
"EXOC6B",7.047591,6.292118,6.778771,7.1304865,6.787434,5.9368405,6.884978,6.8524084,6.2745075,6.0336018,6.68205,5.6114016,6.7683263,6.636516,6.65852,6.6961794,6.5212035,6.6545115,6.1742578,6.530838,6.2875404
"PTPMT1",7.531232,6.965572,7.0373187,6.7009,7.1713114,6.5296087,6.6227098,7.0169773,6.243934,6.667802,7.4945693,6.553637,7.3123007,6.621479,7.002845,7.034636,6.677639,6.784832,7.0160418,6.5812016,6.485319
"PIGU",6.688273,6.6466646,6.544752,7.3364267,7.183474,6.365476,7.2305026,6.897777,6.5300484,6.5873923,6.9246635,6.639621,7.294199,6.398835,6.2045994,6.5598707,6.921091,6.862874,6.4440937,6.216358,6.266785
"CCSAP",5.75999,4.6838717,6.062094,5.8594565,5.6725183,5.3763475,5.6454487,6.283635,5.172636,4.5811915,6.139815,5.47142,6.706701,6.2058496,6.852564,6.2689266,6.9194303,6.2058334,6.503525,6.1133413,6.7046657
"ST3GAL3",7.517099,7.7177696,7.4640207,7.232194,7.801472,7.1272526,7.7147064,7.6039143,7.1972427,7.664819,8.155464,6.7511754,7.4549932,7.7228107,7.5100436,7.6163516,7.161368,7.4951634,7.4409647,6.864955,7.2493186
"CASTOR2",9.788689,9.602328,9.388506,9.46876,8.622571,8.983178,9.62552,9.8335905,8.61328,9.427164,9.927065,8.92947,9.559446,9.080228,9.154371,9.232626,9.0690775,9.639903,9.144759,8.946619,9.336799
"NPNT",5.154476,3.1693342,1.5408494,4.0211854,5.3123817,5.201468,4.1369514,4.7750354,1.074531,4.6739764,4.993822,4.947074,1.3354517,6.5425105,5.820236,5.271095,5.7778974,5.8074927,4.7865753,6.019603,3.0329473
"TP53INP1",7.7378206,8.111078,8.370822,7.259412,8.759593,8.264943,7.8509903,8.261473,7.5649605,8.05966,7.6907654,8.004411,8.904958,7.496064,8.07372,7.3539467,7.817114,7.592382,7.232835,6.809384,7.227592
"PEAK1",7.45897,7.359694,7.4128084,7.8590646,8.036614,7.1785736,6.810316,7.419042,6.899847,6.9966555,7.8402944,7.9500375,7.9523506,8.165429,7.7353215,7.5163054,8.155603,7.625148,7.792528,7.4968762,7.1298337
"CAB39L",5.594521,4.83319,5.1152234,4.962909,4.098329,4.1764235,5.510863,4.851203,4.8101754,4.85228,5.442349,5.0539904,4.604822,5.644978,5.5768313,5.188933,5.82285,5.7510366,5.3167167,5.9683547,5.8943505
"C9orf72",7.173941,6.7335095,6.9419336,7.2794175,6.4550104,6.283216,6.8358974,6.670663,5.891109,6.1749454,7.752307,6.8016777,7.6232095,6.5733414,6.8627634,6.732584,6.396585,6.5352116,6.7443404,6.4675894,6.4279556
"LOC148413",6.1459527,6.738151,5.7693553,6.8955183,7.364055,5.186076,4.6430826,4.557174,5.686553,3.8164597,6.36444,6.194588,6.808518,5.4304085,6.1382747,5.029153,5.7474566,6.290084,4.5405407,5.8309803,4.26505
"NIN",7.5521116,7.5412626,7.736032,7.9832067,7.320024,7.5753365,7.732571,8.004425,7.3869267,7.473827,8.203738,7.3107185,7.281021,7.1991963,6.858589,7.98197,7.348036,7.131131,7.4580574,6.7626486,6.7429357
"VAPB",9.857474,9.077999,9.395063,9.4419155,10.0024,9.660151,9.715391,9.549308,9.384585,9.4071045,10.499369,8.747116,9.211927,9.328521,9.303959,9.586268,9.263171,9.272318,9.633632,8.91307,9.38771
"MAP3K1",6.6196494,6.2116075,6.3475356,7.241904,6.749986,6.8979416,6.048139,6.394017,6.4619393,6.106019,6.993124,6.3742523,6.7036304,6.2313504,6.3730965,6.454547,6.7601995,5.9128523,6.051753,6.2700934,6.268102
"RNF213",7.21018,7.2675,6.2188816,7.118313,7.4553847,6.4219565,7.061183,6.9427757,6.439071,6.813191,7.203971,7.272223,6.983124,6.788204,7.0524845,6.6507096,6.2936225,6.53676,6.931107,6.0567875,6.8005743
"NKIRAS1",8.956737,7.694097,8.466316,8.82747,8.567634,7.845812,8.671045,8.382845,7.960121,7.7763724,8.79855,8.249692,8.6495,7.9030237,8.215731,8.549954,8.505161,8.716237,8.4475355,8.063436,7.6289544
"CCDC137",6.050603,4.3511877,5.3434463,6.5177627,6.542271,5.950119,5.7617993,5.788587,5.7220836,5.6244054,6.5359397,5.8974586,6.2046723,4.790483,4.789938,4.9829607,2.4006042,4.86062,2.5434976,4.3430414,5.11607
"CUX1",8.92844,8.068235,8.486527,9.042869,8.524137,8.772834,8.942543,8.448901,8.529013,9.395033,9.172141,8.444692,8.189887,8.145703,8.075834,8.300907,8.217687,8.194925,8.457285,7.979838,7.6918554
"EID2",6.5054183,6.2574854,6.123811,6.9234614,6.1313024,6.3618116,7.1249638,6.1281805,6.6390123,6.543039,7.013409,6.287724,6.643183,5.80673,6.363075,6.838708,6.7800374,6.1144104,6.860243,5.9853325,6.069519
"EIF4E3",8.678206,8.429858,8.149768,8.265186,7.6137123,7.45855,8.472661,8.025526,7.8513174,7.7687774,8.72733,7.8276777,8.225638,8.579177,8.572347,8.567742,8.292529,8.71499,8.567523,8.175615,8.201913
"ZNF655",8.797122,8.346272,8.262014,8.926001,9.330333,8.849298,8.455639,8.82251,8.298905,7.9523525,8.948697,7.95416,9.52837,7.5664105,7.840599,7.8615923,7.939128,7.479963,7.5162525,7.663633,7.260068
"RASSF8",6.531792,7.0517116,6.636732,7.8587003,7.1836257,6.958798,7.278446,7.5812187,6.84466,6.7899275,7.615442,8.109494,7.060635,7.061781,7.394463,7.8421516,7.3788366,7.5548086,7.8340325,6.344897,6.5039754
"MYO19",7.3132486,6.9679136,6.4565983,6.1140018,7.6566916,6.6694536,6.8677335,6.9738917,5.455467,6.1032915,6.849667,6.9625278,6.602836,6.7448783,6.90111,7.0923886,6.2778234,7.0987506,6.417217,6.4215045,6.3954754
"APOPT1",9.287359,8.700319,9.200379,9.395803,8.446501,8.671716,9.180563,8.998573,8.540782,8.566527,9.321864,8.421895,9.351171,8.799816,8.817332,9.23423,8.924624,8.906751,9.279923,8.697459,8.706003
"SAMD8",8.211566,9.333678,8.556196,9.332016,7.795472,7.6936255,7.3403697,8.219183,7.54261,8.328047,9.279908,9.050837,8.669948,7.3826447,7.926635,8.221372,8.05762,7.3429713,7.811174,7.3699155,7.487711
"LINC01578",8.883397,9.047831,8.650443,8.766823,8.923844,8.964635,8.711439,8.633844,8.357766,8.418731,9.1239605,8.529464,9.656489,9.117439,9.459443,9.394596,9.279861,9.617345,9.28878,8.760485,8.7176695
"RPRD1A",8.896286,8.500499,8.923954,9.606604,9.572071,8.734772,9.112774,9.222486,8.652038,8.740848,9.273839,8.738695,9.072041,8.648635,8.933203,9.181405,8.621196,8.938914,8.859957,8.553809,8.411342
"MIDN",7.8719788,5.5895534,5.025602,8.021855,7.9083767,7.4234653,7.48461,7.9916153,6.7545924,7.3255396,6.402111,6.9091363,7.0722804,6.23074,6.81532,7.3093963,5.89314,7.1230054,6.497883,6.6760516,5.9100065
"METRNL",6.9009304,4.9900646,5.777804,6.772837,7.0017514,6.3701715,5.119096,4.563671,4.473089,5.126982,5.6756945,5.3661613,4.906338,5.383965,5.4284863,4.843048,5.5308766,4.7419534,4.458404,5.577949,4.487774
"CREBRF",8.734574,8.420701,7.883397,8.025558,6.840961,7.660446,7.592335,8.078971,7.066424,7.2182336,8.087738,8.547743,7.802211,7.950815,8.059077,7.9337792,7.9631467,7.8107862,7.8034863,7.214074,7.930445
"PHC1",7.272004,7.203065,6.5355697,7.7040462,6.33826,6.355992,7.3960443,7.3033476,6.689832,6.7661495,7.1158395,6.7785316,6.9627247,6.2962613,6.6069846,6.959529,6.4615493,7.1691236,7.0124507,6.5101275,6.3867483
"NDUFAF8",9.348672,9.205271,8.615716,9.235103,9.44815,8.853434,9.355379,9.150379,8.845761,8.791732,9.12235,8.655028,9.401852,9.237862,9.371116,8.989405,8.970722,9.246437,8.932714,8.884298,8.910814
"PRICKLE2",4.429574,4.700685,4.371772,4.8912487,6.0744047,5.42085,4.3575354,4.383179,4.3005943,4.3596826,4.9624777,5.0957446,5.1396537,5.3462644,5.552261,4.666703,5.1278443,4.2406616,4.475464,4.1138735,3.8760467
"ALKBH6",6.805266,6.60062,6.4713283,6.6007795,6.3787503,6.147594,6.5390964,6.2571917,5.6061683,5.9646134,6.5928006,5.710266,7.2122846,5.1855316,6.023337,5.8511753,6.1043844,5.8404436,5.3414392,5.261939,5.481981
"DDHD1",5.437295,5.445484,5.352843,6.9116187,5.9237366,6.0740824,5.495993,6.164392,4.8104806,5.0276346,6.128461,6.3930354,5.439234,4.8608856,5.7649493,5.3455825,5.846813,5.459649,5.6976094,5.197797,4.667655
"TMEM64",8.537596,7.0365906,8.112993,7.9891367,8.582326,7.3435025,8.365587,8.344656,6.943922,7.594524,7.7382264,7.686718,9.000696,8.135301,7.7811275,7.7671347,7.5140786,7.776763,7.733475,7.6160507,7.0561333
"TAP2",5.3337774,5.831018,5.436425,6.7592087,7.40716,5.9729686,6.6867833,6.65016,4.7962313,5.168404,7.893388,6.500271,6.357325,6.3624315,6.12421,4.7431307,5.9839387,5.530584,5.4869766,4.929575,5.4541984
"PCDH18",7.087188,6.8991303,6.4515696,5.8791423,5.2216973,5.9017234,6.9241962,6.530089,5.932452,6.0269284,7.231005,6.89639,6.509116,6.328645,6.468803,5.71057,7.4394183,5.806635,6.2318616,6.5740747,5.807217
"BTF3L4",9.428044,8.581316,8.679446,9.194864,9.978008,8.860199,8.986452,9.041936,8.346758,8.219486,9.932456,9.187765,9.232099,8.619387,8.878733,8.634797,8.453001,8.669823,8.717573,8.481234,8.555968
"ELMSAN1",7.3940706,5.751395,6.5237465,7.3065047,5.875932,6.702751,7.015423,6.7920604,4.7621446,6.087914,7.4013987,6.288976,6.681404,6.9065785,6.618896,6.1517925,6.972326,6.672542,6.814494,6.387748,5.73941
"HID1",5.648571,4.2036114,6.226076,4.368917,6.0144987,5.695479,4.066331,5.672877,4.5422697,6.302579,6.032097,5.2757916,4.5725045,5.8988204,5.632293,5.516148,5.6126704,6.1755056,5.428306,4.8287067,5.865134
"PRKAA1",5.4751143,5.372467,5.6303434,5.3328123,6.3505673,6.462843,5.516303,5.9862494,4.84464,5.3513203,6.4035974,5.516114,5.9035826,5.0304704,5.2700553,6.2215323,6.3520184,6.729852,5.581319,5.8919563,3.8445086
"CPSF2",7.6150937,7.637181,7.7526903,7.5633025,7.603875,7.460395,7.809679,7.228219,7.3941298,6.914052,7.825384,7.1220803,7.911916,7.1963315,7.6856923,7.3247175,7.151716,7.2145844,7.151747,6.875525,6.58722
"STEAP4",8.281589,9.012634,7.610943,7.353586,8.314612,8.067756,7.6648273,8.700617,7.511205,7.193348,8.909585,8.930116,7.48224,7.9797626,7.849194,7.9650435,7.9022937,7.8995795,7.986967,8.094366,7.1840353
"HERC4",7.150969,7.1160393,6.8846226,8.476563,6.806737,7.000258,7.0396,7.209907,6.566008,6.644734,7.289745,7.517177,7.769437,6.8677583,6.720771,6.8636985,6.8532004,6.2354436,6.5893865,6.5149307,6.0668173
"BOC",7.0149364,6.185064,7.081895,5.9091434,6.4842067,6.7572336,6.8971977,6.3115797,6.3822947,5.939233,6.7275033,6.3178406,6.699506,7.238544,6.9773574,6.7260036,7.337332,6.573101,6.6532354,6.582985,6.7641277
"MLLT10",7.6362386,7.3385863,7.2977114,7.651819,6.561245,7.3500953,6.8440766,6.958971,6.673353,6.6861434,7.992678,7.02948,7.0983233,7.5090117,7.5816593,7.3660374,7.3468456,7.3367805,7.2994547,6.5094275,6.885726
"LONRF2",6.78253,6.4621944,7.2458363,5.8702354,7.9068575,5.984717,5.7692013,7.398656,6.879612,6.505513,7.4291525,5.408863,7.6953807,7.3553534,7.4226093,7.8863516,7.0707984,7.2737966,6.925758,6.3534374,6.6815925
"MOB1B",7.060143,7.2719526,7.612021,8.599901,9.488461,7.3356977,7.54831,9.310393,6.8028555,6.565272,7.575645,7.539156,8.95547,6.8112254,6.973482,7.302159,6.697926,7.1504564,7.3996987,6.6199956,6.7193394
"CTTNBP2NL",5.5842323,6.2040925,5.9889674,5.312783,4.745959,6.525124,5.5849514,5.4295125,4.849117,5.398287,6.315715,6.62817,6.0227685,6.1384287,6.2432303,6.074412,6.1837764,5.7522173,5.627842,6.655062,5.8050623
"KLHL5",6.7588654,6.286258,5.9418507,5.8910127,6.6646175,6.2230043,6.4366665,6.5989814,6.4331336,4.9587026,7.326917,6.816894,6.393575,6.25543,5.8794017,6.557639,6.587009,6.5702486,6.283511,6.271676,6.1560473
"KIF21A",8.1868,6.768349,7.57037,9.292463,8.563173,8.20524,8.561512,7.736938,7.238109,6.7591825,8.104169,7.119167,8.514562,6.4912033,6.557128,7.4033504,6.5652666,6.907462,6.8675275,6.8685813,5.519026
"CABLES2",6.9876494,6.627152,6.29743,6.6245804,7.063774,6.251925,7.3586617,6.9734564,6.560203,6.9992404,6.3693814,6.715787,6.7089915,6.369331,6.790715,6.5494084,6.728977,6.555574,7.135229,6.172546,6.248304
"PET100",8.829844,8.692161,8.291187,8.7090645,8.117702,8.622233,8.672941,8.550594,8.91949,8.257261,8.587156,8.039297,9.456736,8.195248,7.8413644,8.144741,8.679569,8.097542,7.655062,7.687722,7.5126467
"ISCA2",8.841147,9.036693,8.099436,8.694301,8.43336,8.019068,8.487332,8.691895,8.224198,7.740437,8.587705,7.7355294,9.015496,8.405121,8.324019,8.524254,8.541,8.355936,8.094211,8.157919,8.022883
"NSMCE3",6.7893558,6.386026,6.372059,7.185914,7.387233,6.830091,6.405491,7.133733,5.84934,5.9030776,7.215746,6.101419,6.5943584,6.1839657,6.824124,6.3840647,6.5656013,5.8487163,6.551302,6.850748,6.700235
"DPCD",7.2915416,7.717516,7.524241,7.6829877,6.709302,7.372676,7.415761,7.192393,7.3599777,7.724068,7.374277,6.5605917,7.408785,7.4268703,7.098984,7.2084637,7.0721827,7.159508,7.2389555,6.7810435,7.1444783
"SLC25A23",7.4654884,7.580633,7.3968673,7.3820114,8.083249,6.9153824,7.608565,8.405411,7.437813,7.381818,7.6148505,7.518973,7.7717795,7.1919823,7.9869394,7.7192674,7.70089,7.39261,7.3881354,7.1360784,6.9805455
"CCDC12",9.1349945,8.67812,8.5267935,9.148773,10.11909,8.496412,8.490686,8.803813,7.967466,7.957731,9.019627,8.446335,9.7121525,8.281494,8.450738,8.1898155,8.47283,8.127879,7.964291,7.742515,7.9904995
"MTURN",7.2049274,7.2178206,7.217803,7.3806224,6.949545,7.4471083,7.074124,7.6839824,7.028593,7.3634667,7.4961433,7.1698384,7.533478,8.19054,8.483668,7.2969537,7.7689195,7.394458,7.357861,6.6545343,6.8374186
"OMA1",8.364174,8.124344,7.599648,8.646662,6.8795624,8.016059,6.942493,8.64456,7.864055,7.306742,8.000363,7.736936,9.04925,7.190561,7.466783,8.041971,8.629226,7.256637,7.765806,7.1927967,6.9092374
"RDH10",6.7919574,5.518712,6.6291656,7.2608323,6.722419,5.8169003,5.9924216,5.687371,6.0115128,5.564677,6.901962,6.0274367,6.188719,5.7636642,5.5516,6.4032183,5.4063263,6.0085344,6.6293664,5.736439,5.7779994
"COMMD1",9.888715,9.2628765,9.419893,9.883518,9.975342,9.308719,9.89801,9.788512,8.832882,8.953665,9.7147,8.88426,10.263503,9.254048,9.214956,9.437223,9.5124035,9.403969,9.38605,8.975257,9.382874
"ANKRD28",9.186482,8.628399,8.705589,10.577304,9.526183,9.680639,9.461104,9.154832,9.13459,8.038582,9.441923,7.8776207,9.818985,8.640543,8.734343,9.186976,8.6997385,8.598626,8.885417,8.498981,8.197957
"DIRC2",8.666701,7.9442716,8.569329,8.3048315,9.127973,7.7218623,8.93941,7.8736596,7.651914,8.131623,8.835394,6.6237097,8.679957,7.958729,7.840453,8.2467785,8.027431,7.8780837,8.244237,7.7575073,7.939428
"SWI5",6.0625434,6.591546,5.2680817,5.9204664,6.950615,5.869615,6.754967,6.5476604,5.273184,5.15273,6.351613,6.202416,7.0317287,5.7612166,6.2338567,6.2184887,6.2659616,6.3450427,6.009328,5.8089185,5.356003
"ROBO4",7.5183096,7.421265,6.9723725,7.2279625,7.777409,6.2332816,7.3672004,7.3761234,6.326964,7.034209,7.5126877,7.215461,7.336187,7.5819197,7.495417,7.177671,7.914903,7.269377,7.470226,6.8048286,6.8021
"VANGL2",4.1116905,4.605836,4.2492943,4.6879344,1.0169077,3.5172899,4.640052,4.3598495,3.873976,4.1688986,4.965376,1.143237,4.1118836,4.906081,4.8849363,4.8696938,4.9124928,3.794434,4.9204855,3.8799481,4.916113
"ACADSB",8.310532,7.704174,7.879761,7.944782,7.6390505,7.952778,7.941301,7.921971,7.044676,7.4358015,8.379276,7.667376,7.7162657,8.070575,8.457974,8.687588,8.398602,8.609875,8.745789,8.258397,8.241182
"VPS50",8.426388,8.141983,7.999866,8.92781,8.06377,8.030423,8.043134,8.126632,7.889899,7.6309147,8.270804,7.5169106,8.296661,7.409694,7.871458,7.750446,8.03547,7.728407,7.4073563,7.265659,7.5414886
"CASP2",6.376963,6.577603,6.2921977,6.5326695,5.7785454,5.7158494,6.623011,6.2057385,6.224064,6.4573884,6.55553,7.0905356,6.5541735,6.4409266,6.8318334,5.975429,6.666443,6.300395,6.1482344,6.142965,5.749776
"USP31",8.665437,8.302776,7.9345,9.06867,8.245024,8.618493,8.674776,8.11008,8.19357,8.004814,8.554795,9.09985,7.7329617,7.9829326,8.33588,7.9045854,7.226638,8.172168,8.473538,7.788511,7.6379128
"TAF9B",7.1910567,7.8609953,7.4418163,7.3480783,7.7958107,7.1722383,7.943872,7.936886,7.1503468,7.7290783,8.300053,7.350068,7.445744,7.4797215,7.741657,7.5852995,7.4645615,7.195891,7.5784054,7.156621,7.35708
"LONRF1",8.099906,7.5161476,7.6265426,10.588808,6.9811487,8.437901,7.885939,7.6914654,6.9807096,6.5832405,8.1199045,7.754804,7.7251463,8.077312,7.9532704,9.040311,7.911542,8.727495,8.722195,7.6907916,8.668565
"MGAT4A",5.8545184,5.47469,5.5096383,6.394747,6.85976,6.0284014,5.9368887,5.5572906,5.027726,5.5019355,6.697756,5.787228,5.7867374,6.112566,5.506953,5.370369,5.582914,5.6410265,6.011729,5.9341335,5.1169395
"NAPEPLD",6.554567,6.637571,6.0180726,7.7099304,6.9054265,7.086478,6.8219304,6.6191945,6.436588,6.526241,6.1986027,6.8521676,6.3733525,6.375604,6.1981688,6.5463867,6.566709,6.409036,6.630132,6.43548,6.110292
"EDC3",6.4798617,6.0238366,6.03304,6.709015,6.782082,5.0232,6.488932,6.293779,6.6973944,5.6106286,6.299352,6.653204,5.870427,6.6362305,5.6326857,5.676711,5.417341,5.5742846,5.3302264,4.992782,5.911559
"GPSM1",3.2368813,5.3514495,5.1175656,5.6548195,4.968988,2.707673,6.444472,5.0249257,4.8442235,5.3107514,6.147381,5.458996,1.6334265,4.0812974,5.5523357,3.563448,5.213951,5.6589136,5.520861,5.7075014,5.131724
"FRS2",5.8494906,5.0094714,5.581828,5.8897834,7.04617,5.8903227,6.2764554,5.973381,5.284573,6.422088,6.3981633,5.5227733,6.083508,5.6881905,5.441446,6.0976677,6.2799926,6.3166065,6.0102215,5.6875086,5.726359
"MRVI1",6.463012,7.003218,6.5309405,6.332024,5.1692486,5.932151,6.5831223,6.346832,5.8824177,5.8483834,6.5379643,6.2588887,5.3642106,6.107979,6.6812425,6.053237,6.2550597,6.278607,6.0042343,6.3267508,5.683807
"MAPK8",7.016635,7.0866804,6.617263,6.5357265,6.0913897,6.73357,6.265019,6.324046,6.2068434,6.479608,6.7901955,6.8463454,6.8812947,7.0021367,7.309242,7.0950055,6.6086135,7.090218,7.1197667,6.9851027,7.4450903
"ERC1",7.4665833,6.9478035,6.7517962,7.566548,6.9001436,6.8888083,7.330681,7.848699,6.834484,7.392711,7.804197,7.185665,7.545205,6.919937,6.721022,7.1157775,7.0955644,7.2017727,7.1498394,6.7430787,6.183265
